location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
333,Italy,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
334,Jamaica,Gen-Probe Technical Sales Representative,J. Todd McPherson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5310,,,,,toddm@gen-probe.com,,,added by cicie,200,,
335,Japan,FujiRebio,,"62-5 Nihonbashi-Hamacho 2-chome, Chuo-ku,Tokyo 103-0007, Japan",,,+81-3-5695-9223,,,Fax: +81-3-5695-9234,,fri-info@fujirebio.co.jp,www.fdi.com/,,added by cicie,200,,
336,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
337,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
338,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
339,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
340,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
341,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
342,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
343,Switzerland German Speaking,Gen-Probe Technical Sales Representative (German Speaking),Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
344,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
345,Luxembourg,Gen-Probe Territory Manager,Sophie Grillere,,,,+33 670 486 177,,,Fax: 0800 919 156,,sophie.grillere@gen-probe.eu,,,added by cicie,200,,
346,Macedonia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
347,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
348,Malta,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
349,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
350,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
351,Mexico,Dicipa S.A. de C.V.,,"Saltillo No. 19, Piso 1, Colonia Condesa, 06140 Mexico DF",,,+52-5-5093-2000,,,Fax: +52-5-5093-2005,,contacto@dicipa.com.mx,www.dicipa.com.mx/,,added by cicie,200,,
352,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
353,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
354,Montenegro,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
355,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
356,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
357,Netherlands,Gen-Probe Deutschland GmbH,,,,,+49 6122 70760,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
358,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
359,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
360,Norway,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
361,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
362,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
363,Papua New Guinea,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
364,Peru,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
365,Poland,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
366,Portugal,Speculum,,"Tv. Do Miradouro no. 1, 2610-114 Alfragida, Portugal",,,+351-21-472-80-40,,,Fax: +351-21-471-69-69,,cliente@speculum.pt,http://speculum.pt/,,added by cicie,200,,
367,Romania,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
368,Russian Federation,ILEX Medical,,"WTC - Moscow, 12, Krasnopresnenskaya nab, Building #2, Suite #931, Russian Federation 123610 ",,,+ 7 495 258-1487,,,,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"Moscow  Russian Federation 123610 ",
369,Rwanda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
370,Samoa,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
371,San Marino,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
372,Saudi Arabia,Al-Jeel Medical & Trading Co. Ltd.,,"Riyadh 11422; P.O. Box 5012, Kingdom of Saudi Arabia",,,+966 1 216 8222,,,Fax: +966 1 216 8566,,info@aljeel.com,www.aljeel.com.sa/,,added by cicie,200,,
373,Serbia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
374,Singapore,Innovative Biotech,,"67 Ayer Rajah Crescent, #07-10/12 Ayer Rajah Industrial Estate, Singapore 139950",,,+65-67791919,,,Fax: +6567791112,,"sales@innovativebiotech.com.sg ",www.innobiotech.com.sg/,,added by cicie,200,,
375,Solomon Islands,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
376,South Africa,IlEX S.A,,"5 Sirrup Lane, Van Reenen Avenue, Woodmead Park, Woodmead Ext 14",,,+27 11 804 4004,,,Fax: +27 11 804 1120,,mail@ilex.co.za,www.ilex.co.za,,added by cicie,200,,
377,Spain,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
378,Swaziland,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
379,Sweden,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
380,Switzerland German Speaking,Gen-Probe Technical Sales Representative (German Speaking),Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
381,Switzerland French Speaking,Gen-Probe Territory Manager,Sophie Grillere,,,,+33 670 486 177,,,Fax: 0800 919 156,,sophie.grillere@gen-probe.eu,,,added by cicie,200,,
382,Tajikistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
383,Taiwan,"bioMérieux China, Taiwan Branch",,"Rm. 608, 6-3 Ching Cheng Street, Taipei 105, Taiwan",,,+886 2 2545 2250,,,Fax: +886 2 2545 0959,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
384,Tanzania,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
385,Tonga,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
386,Turkey - MedKim,MedKim / ILEX Medical,,"1456 Sok. No 16 Kat, 1D.5, Barohan Alsancak 35220, Izamir - Turkey",,,+ 90 232463-90-10,,,Fax: + 90 232 463-45-37,,mesuttamugur@med-kim.com.tr,www.ilexmedical.com/,,added by cicie,200,,
387,Turkmenistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
388,Tuvalu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
389,Uganda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
390,Ukraine,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
391,United Arab Emirates,City Pharmacy,,"P.O. Box 2098, Abu Dhabi, U.A.E.",,,+971-2-6323-016,,,Fax: +971-2-6327-147,,cityphrm@emirates.net.ae,www.citypharmacy.com/,,added by cicie,200,,
392,United Kingdom - North,Gen-Probe Senior Technical Sales Representative (UK North),Lucas Pitcher,,,,+44 1234 217 175,,,Fax: +44 1234 860 227,,lucasp@gen-probe.com,,,added by cicie,200,,
393,United Kingdom - South,Gen-Probe Technical Sales Representative (UK South),Paul Rainey,,,,+44 01622 814382,,,,,paul.rainey@gen-probe.com,,,added by cicie,200,,
394,Uzbekistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
395,Vanuatu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
396,Vatican City,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
397,Venezuela,Immunolab Laboratorios C.A.,,"Los Ruices, Calle Los Laboratorios, Edificio OFINCA, #42. Caracas 1071 Venezuela",,,"+58 212 2370780 ",,,"Fax: +58 212 2346176 ",,"mercadeo.ventas@inmunolab.com ",www.inmunolab.com/,,added by cicie,200,,
398,Vietnam,A.V. Biotech JSC,,"107 Nguyen Binh Khiem Street, District 1, Ho Chi Minh City, Vietnam",,,+84 8 829-7879,,,Fax: +84 8 910-4059,,,,,added by cicie,200,,
399,Zimbabwe,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
400,Andorra,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
401,Angola,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
402,Armenia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
403,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
404,Austria,Gen-Probe Technical Sales Representative,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
405,Azerbaijan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
406,Bahamas,Gen-Probe Technical Sales Representative,Lewis Gill,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5333,,,,,lewis.gill@gen-probe.com,,,added by cicie,200,,
407,Belarus,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
408,Belgium,Gen-Probe Deutschland GmbH,,,,,+49 6122 70760,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
409,Bosnia & Herzegovina,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
410,Botswana,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
411,Bulgaria,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
412,Canada - Quebec,"Gen-Probe Technical Sales Representative (Canada - Newfoundland, New Brunswick, Nova Scotia, Quebec)",Michael Morse,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5358,,,,,michaelmo@gen-probe.com,,,added by cicie,200,,
413,Canada - Ontario,Gen-Probe Technical Sales Representative (Canada - Ontario),Cindi Fox-Geffert,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5339,,,,,cindif@gen-probe.com,,,added by cicie,200,,
414,"Canada - Manitoba, Saskatchewan","Gen-Probe Technical Sales Representative (Canada - Manitoba, Saskatchewan)",Rodney Pederson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5341,,,,,rodneyp@gen-probe.com,,,added by cicie,200,,
415,"Canada - Alberta, British Columbia","Gen-Probe Technical Sales Representative (Canada - Alberta, British Columbia)",Kristen Kilkelley,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5325,,,,,kristenk@gen-probe.com,,,added by cicie,200,,
416,Chile,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
417,China,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
418,Costa Rica,Tecno Diagnostica,,"2524-1000 San José, Costa Rica",,,+506 2240-8568,,,Fax: +506 2297-0606,,"servitec@tecnodiagnostica.com ",www.tecnodiagnostica.com/,,added by cicie,200,,
419,Croatia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
420,Cyprus,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
421,Czech Republic,Gen-Probe European Direct Sales,Lenka Fussovia,,,,+420 739 634 395,,,,,Lenka.fussiova@seznam.cz,,,added by cicie,200,,
422,Denmark,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
423,Dominican Republic,Gen-Probe Southeast Regional Sales Manager,Sherry Helms,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5313,,,,,sherryh@gen-probe.com,,,added by cicie,200,,
424,DR Congo,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
425,Ecuador,MasterCare / Andromaco,,Avenida Quilín 5273,"Peñalolén, Santiago de Chile",,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
426,Estonia - Siemens Medical Solutions,Siemens Medical Solutions,,"20 Pirita Road, 10127 Tallin, Estonia",,,+372 606 2750,,,Fax: +372 606 2755,,,www.medical.siemens.com,,added by cicie,200,,
427,Estonia - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
428,Ethiopia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
429,Fiji,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
430,Finland - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
431,France,Gen-Probe European Direct Sales,Geert Bruyneel,,,,+32-14-43-44-48,,,Fax: +858-410-7921,,geertb@gen-probe.com,,,added by cicie,200,,
432,Georgia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
433,Germany,Gen-Probe European Direct Sales,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
434,Greece,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
435,Honduras,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
436,Hong Kong,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
437,Hungary,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
